date, pm25, pm10,,,,
10/27/2019,66,42,24,7, , 
10/28/2019,68,40,20,5,1, 
10/29/2019,64,35,16,5,1, 
10/30/2019,53,33,17,7, , 
10/31/2019,60,41,18,7, , 
11/1/2019,60,35,15,5, , 
11/2/2019,63,34,18,6, , 
11/3/2019,64,41,18,7, , 
11/4/2019,67,48,22,8, , 
11/5/2019,79,46,21,7, , 
11/6/2019,82,39,21,5, , 
11/7/2019,74,34,16,5, , 
11/8/2019,74,46,25,7, , 
11/9/2019,93,55,31,8, , 
11/10/2019,115,56,24,9, , 
11/11/2019,113,53,20,12, , 
11/12/2019,110,47,13,8, , 
11/13/2019,96,36,13,7, , 
11/14/2019,70,37,24,9, , 
11/15/2019,64,39,32,9, , 
11/16/2019,74,36,24,8, , 
11/17/2019,76,37,15,8, , 
11/18/2019,67,43,21,9, , 
11/19/2019,77,46,23,10, , 
11/20/2019,82,47,22,9, , 
11/21/2019,78,48,30,11, , 
11/22/2019,86,49,32,12, , 
11/23/2019,102,47,26,10, , 
11/24/2019,94,47,24,11, , 
11/25/2019,89,45,23,8, , 
11/26/2019,85,42,18,8, , 
11/27/2019,86,41,17,8, , 
11/28/2019,81,45,19,9, , 
11/29/2019,84,41,29,9, , 
11/30/2019,88,42,25,9, , 
12/1/2019,84,48,23,12, , 
12/2/2019,91,48,27,9, , 
12/3/2019,91,53,25,12, , 
12/4/2019,99,41,17,9, , 
12/5/2019,88,45,19,8, , 
12/6/2019,85,43,20,9, , 
12/7/2019,87,45,22,10, , 
12/8/2019,95,51,20,11, , 
12/9/2019,96,50,25,12, , 
12/10/2019,106,54,22,14, , 
12/11/2019,112,57,26,15, , 
12/12/2019,122,56,26,14, , 
12/13/2019,126,54,25,13, , 
12/14/2019,122,52,26,10, , 
12/15/2019,115,59,24,14, , 
12/16/2019,115,56,27,11, , 
12/17/2019,116,52,22,11, , 
12/18/2019,99,52,21,10, , 
12/19/2019,93,57,17,11, , 
12/20/2019,110,47,20,9, , 
12/21/2019,97,44,20,11, , 
12/22/2019,90,52,17,12, , 
12/23/2019,85,57,16,14, , 
12/24/2019,97,61,24,16, , 
12/25/2019,121,55,20,15, , 
12/26/2019,112,64,22,17, , 
12/27/2019,133,69,18,12, , 
12/28/2019,159,87,16,7, , 
12/29/2019,128, , , , , 
7/1/2019,57,42,10,6, , 
7/2/2019,74,39,13,5, , 
7/3/2019,68,42,11,6, , 
7/4/2019,68,26,11,4, , 
7/5/2019,46,23,13,2, , 
7/6/2019,50,25,12,2, , 
7/7/2019,53,33,8,4, , 
7/8/2019,58,35,12,4, , 
7/9/2019,58,37,10,4, , 
7/10/2019,60,38,12,3, , 
7/11/2019,60,40,15,4, , 
7/12/2019,59,28,13,2, , 
7/13/2019,57,24,12,2, , 
7/14/2019,49,28,19,3, , 
7/15/2019,52,24,17,2, , 
7/16/2019,56,32,19,3, , 
7/17/2019,52,37,17,3, , 
7/18/2019,56,26,23,3, , 
7/19/2019,56,30,26,3, , 
7/20/2019,56,23,15,2, , 
7/21/2019,48,28,12,3, , 
7/22/2019,46,25,9,4, , 
7/23/2019,48,24,4,3, , 
7/24/2019,50,31,14,2,1, 
7/25/2019,51,30,9,3,1, 
7/26/2019,52,28,3,3,1, 
7/27/2019,59,31,20,3,1, 
7/28/2019,54,28,15,4, , 
7/29/2019,52,29,14,6,1, 
7/30/2019,54,32,17,6,1, 
7/31/2019,61,26,8,4,1, 
8/1/2019,50,33,8,5, , 
8/2/2019,53,28,11,3, , 
8/3/2019,49,26,5,3,1, 
8/4/2019,59,56,3,4, , 
8/5/2019,42,24,7,4, , 
8/6/2019,48,25,10,4, , 
8/7/2019,53,30,14,5, , 
8/8/2019,53,31,7,5, , 
8/9/2019,61,28,6,5, , 
8/10/2019,57,25,9,3, , 
8/11/2019,49,27,10,2, , 
8/12/2019,58,33,12,4, , 
8/13/2019,64,37,7,5, , 
8/14/2019,67,39,14,5, , 
8/15/2019,67,31,7,5, , 
8/16/2019,59,33,5,4, , 
8/17/2019,66,34,11,3, , 
8/18/2019,61,31,14,4, , 
8/19/2019,53,29,12,4, , 
8/20/2019,54,29,10,5, , 
8/21/2019,53,25,7,5, , 
8/22/2019,47,23,12,5,37, 
8/23/2019,52,20,10,4, , 
8/24/2019,42,24,14,3, , 
8/25/2019,48,29,14,5, , 
8/26/2019,55,32,16,3, , 
8/27/2019,56,24,28,4, , 
8/28/2019,55,31,10,5, , 
8/29/2019,58,30,6,5, , 
8/30/2019,57,20,9,4, , 
8/31/2019,47,21,15,2, , 
9/1/2019,46,22,13,3, , 
9/2/2019,53,23,17,3, , 
9/3/2019,47,37,17,6, , 
9/4/2019,62,27,14,3, , 
9/5/2019,55,26,14,3, , 
9/6/2019,53,25,13,4, , 
9/7/2019,47,28,11,3, , 
9/8/2019,56,32,9,4, , 
9/9/2019,57,28,10,3, , 
9/10/2019,56,25,8,3, , 
9/11/2019,54,25,13,2, , 
9/12/2019,53,26,14,3, , 
9/13/2019,50,28,8,5, , 
9/14/2019,55,30,22,3, , 
9/15/2019,64,37,19,5, , 
9/16/2019,65,39,18,5,5, 
9/17/2019,66,29,25,4, , 
9/18/2019,62,26,20,5, , 
9/19/2019,57,32,16,5, , 
9/20/2019,60,32,18,4, , 
9/21/2019,64,31,14,5, , 
9/22/2019,63,38,15,6, , 
9/23/2019,73,43,23,5, , 
9/24/2019,86,47,22,6, , 
9/25/2019,94,47,21,4, , 
9/26/2019,96,41,15,6, , 
9/27/2019,85,46,20,6, , 
9/28/2019,90,49,23,6, , 
9/29/2019,101,50,30,6, , 
9/30/2019,101,42,21,4, , 
4/1/2019,215,115,31,17,1, 
4/2/2019,214,137,25,13, , 
4/3/2019,193,104,35,17,5, 
4/4/2019,189,105,37,18,1, 
4/5/2019,190,93,35,14, , 
4/6/2019,177,81,31,10, , 
4/7/2019,159,74,33,13, , 
4/8/2019,154,78,33,15, , 
4/9/2019,158,84,34,12, , 
4/10/2019,165,91,15,16, , 
4/11/2019,174,91,35,13, , 
4/12/2019,175,86,35,11, , 
4/13/2019,169,74,30,10, , 
4/14/2019,149,69,31,8, , 
4/15/2019,147,70,31,12, , 
4/16/2019,152,71,27,8, , 
4/17/2019,145,58,33,11,12, 
4/18/2019,125,67,27,10, , 
4/19/2019,145,73,31,11,1, 
4/20/2019,150,72,33,9,1, 
4/21/2019,151,58,29,8,1, 
4/22/2019,132,49,27,4, , 
4/23/2019,95,53,31,8, , 
4/24/2019,113,64,26,8, , 
4/25/2019,142,59,31,13, , 
4/26/2019,136,62,31,9, , 
4/27/2019,138,68,27,8, , 
4/28/2019,143,68,29,13, , 
4/29/2019,152,66,31,11, , 
4/30/2019,149,66,29,6, , 
5/1/2019,150,67,31,11, , 
5/2/2019,155,69,30,10, , 
5/3/2019,158,61,25,10, , 
5/4/2019,140,74,24,9, , 
5/5/2019,150,75,26,8, , 
5/6/2019,150,73,25,7, , 
5/7/2019,152,71,33,8, , 
5/8/2019,148,64,37,5, , 
5/9/2019,131,60,26,7, , 
5/10/2019,127,62,31,6, , 
5/11/2019,129,52,29,6, , 
5/12/2019,105,47,26,9, , 
5/13/2019,97,37,28,8, , 
5/14/2019,84,39,21,8, , 
5/15/2019,79,50,17,8, , 
5/16/2019,99,57,23,12, , 
5/17/2019,116,62,26,11, , 
5/18/2019,126,57,35,7, , 
5/19/2019,113,90,30,9,15, 
5/20/2019,142,51,24,6, , 
5/21/2019,98,31,24,6, , 
5/22/2019,62,36,20,7, , 
5/23/2019,67,47,26,7, , 
5/24/2019,85,46,24,5, , 
5/25/2019,89,43,24,6, , 
5/26/2019,82,44,26,7, , 
5/27/2019,82,40,23,5, , 
5/28/2019,77,33,19,4, , 
5/29/2019,67,25,15,5, , 
5/30/2019,54,28,12,6, , 
5/31/2019,59,32,17,7, , 
6/1/2019,58,33,17,6, , 
6/2/2019,63,23,15,5, , 
6/3/2019,48,29,18,7, , 
6/4/2019,53,28,16,6, , 
6/5/2019,56,100,16,5, , 
6/6/2019,119,31,16,5, , 
6/7/2019,58,26,21,5, , 
6/8/2019,60,27,19,3, , 
6/9/2019,59,24,15,4, , 
6/10/2019,45,22,18,4, , 
6/11/2019,47,26,15,5, , 
6/12/2019,56,28,16,5, , 
6/13/2019,55,27,17,4, , 
6/14/2019,55,33,17,4, , 
6/15/2019,67,25,13,3, , 
6/16/2019,57,28,13,3, , 
6/17/2019,52,30,13,4, , 
6/18/2019,57,30,15,4, , 
6/19/2019,57,35,11,3, , 
6/20/2019,58,31,15,5, , 
6/21/2019,59,34,14,4, , 
6/22/2019,63,31,20,3, , 
6/23/2019,65,35,17,3, , 
6/24/2019,67,33,13,4, , 
6/25/2019,61,35,13,4, , 
6/26/2019,62,26,9,3, , 
6/27/2019,48,26,12,4, , 
6/28/2019,49,24,11,3, , 
6/29/2019,47,25,10,2, , 
6/30/2019,50,29,10,4, , 
1/1/2019,88,35,19,7, , 
1/2/2019,69,37,17,9, , 
1/3/2019,69,33,16,8, , 
1/4/2019,69,35,15,8,1, 
1/5/2019,70,35,17,7,1, 
1/6/2019,69,43,18,9, , 
1/7/2019,83,29,7,9,1, 
1/8/2019,73,30,13,8, , 
1/9/2019,65,35,16,8, , 
1/10/2019,71,38,19,8, , 
1/11/2019,77,37,16,10,1, 
1/12/2019,78,38,15,8, , 
1/13/2019,79,37,20,9, , 
1/14/2019,75,40,20,9,1, 
1/15/2019,83,31,15,10, , 
1/16/2019,66,39,13,9, , 
1/17/2019,79,47,23,10, , 
1/18/2019,95,49,29,11,1, 
1/19/2019,104,41,24,9, , 
1/20/2019,91,41,22,10, , 
1/21/2019,81,45,25,10, , 
1/22/2019,90,50,23,10, , 
1/23/2019,103,40,24,10, , 
1/24/2019,86,47,19,11, , 
1/25/2019,94,43,22,11, , 
1/26/2019,93,55,26,11, , 
1/27/2019,128,57,27,12, , 
1/28/2019,124,59,25,11, , 
1/29/2019,129,58,27,12, , 
1/30/2019,134,53,21,11, , 
1/31/2019,113,53,26,14, , 
2/1/2019,119,56,27,12, , 
2/2/2019,130,42,22,10, , 
2/3/2019,92,40,23,13, , 
2/4/2019,77,37,18,9, , 
2/5/2019,69,44,24,13, , 
2/6/2019,83,43,26,12, , 
2/7/2019,82,44,25,13, , 
2/8/2019,79,42,23,12, , 
2/9/2019,83,45,26,12, , 
2/10/2019,89,57,27,15, , 
2/11/2019,115,80,26,17, , 
2/12/2019,165,72,29,12, , 
2/13/2019,157,56,26,16, , 
2/14/2019,122,59,27,22, , 
2/15/2019,128,63,29,13, , 
2/16/2019,145,54,20,12, , 
2/17/2019,122,58,23,11, , 
2/18/2019,133,67,28,12, , 
2/19/2019,147,64,30,14, , 
2/20/2019,145,68,25,14, , 
2/21/2019,152,68,32,17,3, 
2/22/2019,153,69,34,17, , 
2/23/2019,160,61,29,14, , 
2/24/2019,142,64,26,15, , 
2/25/2019,142,69,30,14, , 
2/26/2019,153,71,28,14, , 
2/27/2019,152,71,29,15, , 
2/28/2019,158,65,28,15, , 
3/1/2019,136,60,30,14, , 
3/2/2019,132,60,29,13, , 
3/3/2019,128,57,29,11, , 
3/4/2019,111,51,23,8, , 
3/5/2019,89,55,21,9, , 
3/6/2019,93,60,22,8, , 
3/7/2019,109,64,20,8, , 
3/8/2019,127,60,23,7, , 
3/9/2019,113,71,31,10, , 
3/10/2019,142,86,36,14, , 
3/11/2019,172,113,39,17, , 
3/12/2019,202,103,37,17, , 
3/13/2019,191,111,43,22, , 
3/14/2019,204,121,39,21, , 
3/15/2019,220,103,38,19, , 
3/16/2019,200,118,39,16, , 
3/17/2019,200,89,32,15, , 
3/18/2019,176,70,29,11, , 
3/19/2019,149,64,26,10, , 
3/20/2019,140,68,28,13, , 
3/21/2019,145,103,34,15,1, 
3/22/2019,190,164,36,21,1, 
3/23/2019,282,140,33,15,1, 
3/24/2019,254,101,29,14, , 
3/25/2019,190,91,28,10, , 
3/26/2019,176,89,26,11, , 
3/27/2019,169,79,27,12, , 
3/28/2019,162,107,40,17, , 
3/29/2019,192,176,36,19,1, 
3/30/2019,278,97,29,13, , 
3/31/2019,177,118,31,18,1, 
10/1/2018,65,23,17,5, , 
10/2/2018,57,28,19,6, , 
10/3/2018,62,36,20,6, , 
10/4/2018,82,47,22,6, , 
10/5/2018,101,48,23,6, , 
10/6/2018,100,45,21,6, , 
10/7/2018,99,48,22,6, , 
10/8/2018,101,48,23,6, , 
10/9/2018,99,43,16,5,1, 
10/10/2018,89,31,11,5, , 
10/11/2018,66,37,22,5, , 
10/12/2018,77,29,18,5, , 
10/13/2018,68,32,22,5, , 
10/14/2018,71,34,20,7, , 
10/15/2018,70,35,18,5, , 
10/16/2018,74,32,23,5, , 
10/17/2018,67,34,19,7, , 
10/18/2018,67,33,19,6, , 
10/19/2018,70,36,19,6, , 
10/20/2018,75,28,8,6, , 
10/21/2018,65,21,10,6, , 
10/22/2018,55,20,4,5, , 
10/23/2018,54,25,2,6, , 
10/24/2018,57,25, ,5, , 
10/25/2018,58,33, ,7, , 
10/26/2018,65,29, ,5, , 
10/27/2018,66,36, ,6, , 
10/28/2018,71,34, ,7, , 
10/29/2018,73,32,13,7, , 
10/30/2018,68,34,14,6, , 
10/31/2018,77,36,15,6, , 
11/1/2018,81,40,20,9, , 
11/2/2018,85,45,29,10, , 
11/3/2018,92,40,27,9, , 
11/4/2018,86,41,20,9, , 
11/5/2018,84,75,18,9, , 
11/6/2018,77,40,22,9, , 
11/7/2018,73,42,19,8, , 
11/8/2018,71,34,16,6, , 
11/9/2018,64,27,14,6, , 
11/10/2018,54,24,16,4, , 
11/11/2018,48,28,11,6, , 
11/12/2018,50,29,18,7, , 
11/13/2018,53,34,21,6, , 
11/14/2018,58,33,18,6, , 
11/15/2018,57,37,22,8, , 
11/16/2018,62,37,25,8, , 
11/17/2018,69,37,22,7, , 
11/18/2018,70,40,27,9, , 
11/19/2018,75,39,24,8, , 
11/20/2018,75,37,21,8, , 
11/21/2018,72,39,20,9,1, 
11/22/2018,74,39,25,7, , 
11/23/2018,75,38,25,8, , 
11/24/2018,73,37,20,6, , 
11/25/2018,73,36,17,6,6, 
11/26/2018,74,36,18,8, , 
11/27/2018,76,36,17,8, , 
11/28/2018,69,41,20,9, , 
11/29/2018,82,43,23,10, , 
11/30/2018,87,39,26,10, , 
12/1/2018,82,38,25,8, , 
12/2/2018,83,42,24,8,3, 
12/3/2018,83,43,23,10, , 
12/4/2018,85,39,26,8, , 
12/5/2018,78,43,25,9, , 
12/6/2018,80,48,21,12, , 
12/7/2018,102,54,17,10, , 
12/8/2018,128,46,21,7, , 
12/9/2018,107,29,20,8, , 
12/10/2018,70,36,25,9, , 
12/11/2018,74,31,10,9, , 
12/12/2018,74,25,10,8, , 
12/13/2018,60,30,20,8, , 
12/14/2018,64,34,21,9, , 
12/15/2018,70,29,14,6, , 
12/16/2018,65,28,13,5, , 
12/17/2018,59,35,17,9, , 
12/18/2018,72,41,21,10, , 
12/19/2018,85,44,20,9, , 
12/20/2018,96,35,18,8, , 
12/21/2018,73,26,14,9, , 
12/22/2018,58,27,13,6, , 
12/23/2018,62,35,17,10, , 
12/24/2018,72,35,20,10, , 
12/25/2018,74,34,20,10, , 
12/26/2018,68,38,20,11, , 
12/27/2018,76,45,21,12, , 
12/28/2018,92,45,12,7, , 
12/29/2018,99,30,11,7, , 
12/30/2018,70, , , , , 
7/1/2018,61,34,15,7, , 
7/2/2018,63,34,11,6, , 
7/3/2018,65,34,13,6, , 
7/4/2018,60,48,14,5, , 
7/5/2018,87,31,22,5,1, 
7/6/2018,59,30,19,6, , 
7/7/2018,56,35,15,17, , 
7/8/2018,64,33,14,41, , 
7/9/2018,62,37,18,45, , 
7/10/2018,63,33,16,37, , 
7/11/2018,54,31,17,32, , 
7/12/2018,52,32,19,33, , 
7/13/2018,52,43,14,37, , 
7/14/2018,65,48,18,34, , 
7/15/2018,79,138,19,18, , 
7/16/2018,149,24,13,3, , 
7/17/2018,43,54,11,4, , 
7/18/2018,73,22,18,4, , 
7/19/2018,46,24,11,4, , 
7/20/2018,52,32,14,4, , 
7/21/2018,64,38,14,18, , 
7/22/2018,69,39,14,32, , 
7/23/2018,65,37,13,29, , 
7/24/2018,64,39,8,22, , 
7/25/2018,71,47,9,26, , 
7/26/2018,79,40,13,25, , 
7/27/2018,76,35,10,24, , 
7/28/2018,64,45,13,29, , 
7/29/2018,73,43,14,27, , 
7/30/2018,77,38,13,24, , 
7/31/2018,71,42,15,21, , 
8/1/2018,75,52,16,25, , 
8/2/2018,89,48,19,23, , 
8/3/2018,76,46,19,24, , 
8/4/2018,79,41,17,18, , 
8/5/2018,77,50,14,22, , 
8/6/2018,80,40,19,21, , 
8/7/2018,69,40,22,24, , 
8/8/2018,72,38,16,19, , 
8/9/2018,73,35,15,19, , 
8/10/2018,66,33,15,17, , 
8/11/2018,62,34,16,17, , 
8/12/2018,66,28,14,17, , 
8/13/2018,54,29,16,18, , 
8/14/2018,58,41,13,18, , 
8/15/2018,73,42,18,21, , 
8/16/2018,72,40,8,19, , 
8/17/2018,75,69,11,9, , 
8/18/2018,50,28,16,5, , 
8/19/2018,54,38,16,7, , 
8/20/2018,64,36,16,7, , 
8/21/2018,64,35,16,7, , 
8/22/2018,61,33,14,7, , 
8/23/2018,65,32,15,6, , 
8/24/2018,58,31,16,6, , 
8/25/2018,57,36,18,5, , 
8/26/2018,57,25,14,6, , 
8/27/2018,48,28,14,7, , 
8/28/2018,52,37,14,6, , 
8/29/2018,58,40,13,7, , 
8/30/2018,74,36,11,8, , 
8/31/2018,65,63,16,6, , 
9/1/2018,88,30,18,6, , 
9/2/2018,57,31,9,7, , 
9/3/2018,57,32,13,7, , 
9/4/2018,58,29,17,5, , 
9/5/2018,53,32,19,7, , 
9/6/2018,56,35,18,6, , 
9/7/2018,68,28,14,4, , 
9/8/2018,57,28,19,5, , 
9/9/2018,59,31,26,6, , 
9/10/2018,60,32,22,6, , 
9/11/2018,58,68,19,6, , 
9/12/2018,89,36,21,6, , 
9/13/2018,64,30,21,6, , 
9/14/2018,51,32,14,6, , 
9/15/2018,57,35,14,6, , 
9/16/2018,63,38,20,5, , 
9/17/2018,64,29,10,6, , 
9/18/2018,42,25,12,6, , 
9/19/2018,41,28,16,6, , 
9/20/2018,40,67,13,6, , 
9/21/2018,51,32,12,5, , 
9/22/2018,55,31,21,7, , 
9/23/2018,63,33,21,5, , 
9/24/2018,61,30,14,5, , 
9/25/2018,58,29,21,6, , 
9/26/2018,53,63,22,5, , 
9/27/2018,56,30,13,5, , 
9/28/2018,58,27,11,5, , 
9/29/2018,62,25,17,4, , 
9/30/2018,59,31,19,5, , 
4/1/2018,135,64,30,6,11, 
4/2/2018,142,52,30,8, , 
4/3/2018,108,56,24,6, , 
4/4/2018,125,54,26,6, , 
4/5/2018,112,47,25,5, , 
4/6/2018,89,39,13,4, , 
4/7/2018,79,32,20,6, , 
4/8/2018,64,44,31,10,1, 
4/9/2018,87,56,31,8, , 
4/10/2018,125,82,32,11, , 
4/11/2018,165,70,30,12, , 
4/12/2018,158,71,30,12, , 
4/13/2018,158,78,34,10,1, 
4/14/2018,169,80,26,11,1, 
4/15/2018,170,68,23,6,1, 
4/16/2018,146,50,20,4, , 
4/17/2018,103,44,20,7, , 
4/18/2018,85,54,23,8, , 
4/19/2018,108,65,20,10, , 
4/20/2018,142,71,29,11,1, 
4/21/2018,153,79,27,9,1, 
4/22/2018,166,81,31,10,1, 
4/23/2018,163,85,29,9,1, 
4/24/2018,168,76,29,7, , 
4/25/2018,163,59,27,6, , 
4/26/2018,133,52,22,5, , 
4/27/2018,115,48,18,6, , 
4/28/2018,111,41,20,6, , 
4/29/2018,87,37,21,5, , 
4/30/2018,79,30,18,4, , 
5/1/2018,70,21,8,7, , 
5/2/2018,50,27,12,5, , 
5/3/2018,56,33,14,7, , 
5/4/2018,65,32,17,5,1, 
5/5/2018,68,47,18,6, , 
5/6/2018,86,57,20,9, , 
5/7/2018,108,61,22,8, , 
5/8/2018,121,62,23,7, , 
5/9/2018,124,55,20,7, , 
5/10/2018,201,43,20,8, , 
5/11/2018,80,77,18,7, , 
5/12/2018,108,37,22,6, , 
5/13/2018,85,40,21,7, , 
5/14/2018,83,47,22,7, , 
5/15/2018,90,44,21,7, , 
5/16/2018,91,35,18,6,2, 
5/17/2018,72,35,7,7, , 
5/18/2018,62,40,20,5, , 
5/19/2018,76,46,20,4, , 
5/20/2018,81,57,105,5, , 
5/21/2018,86,32,57,7, , 
5/22/2018,64,36,23,7, , 
5/23/2018,72,28,36,7, , 
5/24/2018,55,27,55,6, , 
5/25/2018,55,30,18,4, , 
5/26/2018,60,24,19,4, , 
5/27/2018,49,23,13,7, , 
5/28/2018,52,28,14,5, , 
5/29/2018,50,28,8,6, , 
5/30/2018,51,33,10,4, , 
5/31/2018,45,48,11,4, , 
6/1/2018,92,52,19,5, , 
6/2/2018,92,53,14,4, , 
6/3/2018,123,52,18,7, , 
6/4/2018,114,48,16,5, , 
6/5/2018,77,25,15,5, , 
6/6/2018,50,29,13,6, , 
6/7/2018,58,25,4,5, , 
6/8/2018,50,28,7,5, , 
6/9/2018,52,23,22,5, , 
6/10/2018,46,25,9,6, , 
6/11/2018,39,27,22,5, , 
6/12/2018,45,31,19,5, , 
6/13/2018,49,37,5,7, , 
6/14/2018,63,35,11,7, , 
6/15/2018,61,44,21,7, , 
6/16/2018,78,55,15,6, , 
6/17/2018,97,59,17,6, , 
6/18/2018,108,57,14,7, , 
6/19/2018,103,43,15,5, , 
6/20/2018,84,35,12,5, , 
6/21/2018,65,38,12,5, , 
6/22/2018,65,37,13,5, , 
6/23/2018,63,29,10,4, , 
6/24/2018,57,38,10,6, , 
6/25/2018,67,34,11,6, , 
6/26/2018,59,28,8,6, , 
6/27/2018,50,26,11,5, , 
6/28/2018,50,28,8,5, , 
6/29/2018,53,35,16,8, , 
6/30/2018,61,34,15,4, , 
1/1/2018,84,42,15,8, , 
1/2/2018,87,44,14,8, , 
1/3/2018,85,45,9,8, , 
1/4/2018,86,38,6,5, , 
1/5/2018,81,49,11,7, , 
1/6/2018,113,56,16,8, , 
1/7/2018,122,50,13,8, , 
1/8/2018,104,44,14,7, , 
1/9/2018,91,41,15,4, , 
1/10/2018,88,51,13,4, , 
1/11/2018,109,30,5,3, , 
1/12/2018,69,34,7,4, , 
1/13/2018,78,43,16,6, , 
1/14/2018,101,50,16,11,2, 
1/15/2018,109,53,18,9, , 
1/16/2018,118,52,16,9, , 
1/17/2018,115,49,15,8, , 
1/18/2018,103,46,15,10, , 
1/19/2018,96,48,19,9, , 
1/20/2018,107,52,21,11, , 
1/21/2018,117,47,15,9, , 
1/22/2018,97,46,15,10, , 
1/23/2018,98,40,15,10, , 
1/24/2018,77,41,19,11, , 
1/25/2018,83,40,14,8, , 
1/26/2018,84,44,16,8, , 
1/27/2018,94,42,14,8, , 
1/28/2018,90,49,14,8, , 
1/29/2018,94,45,15,9, , 
1/30/2018,89,51,17,14, , 
1/31/2018,102,52,16,11, , 
2/1/2018,103,52,19,11, , 
2/2/2018,109,62,20,10, , 
2/3/2018,148,65,23,10, , 
2/4/2018,150,69,23,12, , 
2/5/2018,154,75,25,11, , 
2/6/2018,161,70,21,10, , 
2/7/2018,151,67,19,10, , 
2/8/2018,142,64,22,11, , 
2/9/2018,144,59,18,9, , 
2/10/2018,131,59,21,11, , 
2/11/2018,130,68,27,15, , 
2/12/2018,151,74,26,13, , 
2/13/2018,159,75,33,13, , 
2/14/2018,159,66,28,12, , 
2/15/2018,144,58,20,9, , 
2/16/2018,109,55,23,13, , 
2/17/2018,119,57,27,14, , 
2/18/2018,132,74,24,17, , 
2/19/2018,146,66,27,13, , 
2/20/2018,152,66,29,14, , 
2/21/2018,151,56,23,10, , 
2/22/2018,128,63,21,7, , 
2/23/2018,126,61,22,10, , 
2/24/2018,130,53,21,10, , 
2/25/2018,123,70,23,9, , 
2/26/2018,143,63,26,11, , 
2/27/2018,139,76,29,17, , 
2/28/2018,162,76,31,16, , 
3/1/2018,165,81,30,18, , 
3/2/2018,163,67,29,17, , 
3/3/2018,147,68,32,16, , 
3/4/2018,150,74,30,19, , 
3/5/2018,156,88,33,20, , 
3/6/2018,171,73,29,17, , 
3/7/2018,155,87,32,18, , 
3/8/2018,175,75,19,8, , 
3/9/2018,148,52,27,7, , 
3/10/2018,114,66,28,8, , 
3/11/2018,151,63,24,11, , 
3/12/2018,145,78,28,17, , 
3/13/2018,134,73,28,14, , 
3/14/2018,156,81,32,20, , 
3/15/2018,162,83,32,18, , 
3/16/2018,168,84,33,15, , 
3/17/2018,171,87,31,12, , 
3/18/2018,173,73,29,14, , 
3/19/2018,161,72,28,18, , 
3/20/2018,152,83,28,17, , 
3/21/2018,168,77,27,9, , 
3/22/2018,162,76,28,7, , 
3/23/2018,160,75,29,10, , 
3/24/2018,158,76,31,13, , 
3/25/2018,163,74,29,12, , 
3/26/2018,161,68,25,8, , 
3/27/2018,148,81,29,13, , 
3/28/2018,163,96,30,18, , 
3/29/2018,179,98,29,13, , 
3/30/2018,180,71,25,7,8, 
3/31/2018,160,58,28,7,26, 
10/1/2017,68,42,9,5, , 
10/2/2017,66,37,5,5, , 
10/3/2017,57,44,5,5, , 
10/4/2017,51,32,6,6, , 
10/5/2017,49,34,7,4, , 
10/6/2017,50, , , , , 
10/8/2017,51,37,11,6, , 
10/9/2017,49,45,6,6, , 
10/10/2017,56,29,8,5, , 
10/11/2017,52,34,12,5, , 
10/12/2017,53,30,10,4, , 
10/13/2017,53,39,10,6, , 
10/14/2017,60,34,10,5, , 
10/15/2017,57,37,9,5, , 
10/16/2017,53,34,5,5, , 
10/17/2017,55,38,6,7, , 
10/18/2017,58,73,12,7,1, 
10/19/2017,97,40,10,6, , 
10/20/2017,60,38,16,7, , 
10/21/2017,61,39,14,5, , 
10/22/2017,65,28,10,2, , 
10/23/2017,61,35,9,5, , 
10/24/2017,60,38,11,6, , 
10/25/2017,68,38,12,5, , 
10/26/2017,70,36,13,7, , 
10/27/2017,65,38,11,6, , 
10/28/2017,68,41,11,7, , 
10/29/2017,73,47,11,7, , 
10/30/2017,103,50,12,7, , 
10/31/2017,107,50,15,9, , 
11/1/2017,101,45,15,7, , 
11/2/2017,92,45,12,8, , 
11/3/2017,92,55,17,7, , 
11/4/2017,123,51,18,7, , 
11/5/2017,108,50,12,9, , 
11/6/2017,102,48,9,8, , 
11/7/2017,92,35,6,8, , 
11/8/2017,74,35,6,5, , 
11/9/2017,68,32,8,6, , 
11/10/2017,64,38,12,7, , 
11/11/2017,66,30,11,5, , 
11/12/2017,63,38,12,7, , 
11/13/2017,70,41,12,8, , 
11/14/2017,78,43,12,7, , 
11/15/2017,77,43,13,8, , 
11/16/2017,78,47,18,9, , 
11/17/2017,81,36,8,7, , 
11/18/2017,69,40,9,8, , 
11/19/2017,74,35,15,5, , 
11/20/2017,76,36,13,4, , 
11/21/2017,78,36,15,7, , 
11/22/2017,70,45,9,9, , 
11/23/2017,77,38,13,7, , 
11/24/2017,79,36,16,7, , 
11/25/2017,75,28,8,5, , 
11/26/2017,70,40,11,9, , 
11/27/2017,79,47,11,9, , 
11/28/2017,95,43,13,8, , 
11/29/2017,83,39,12,9, , 
11/30/2017,78,38,12,9, , 
12/1/2017,76,37,13,8, , 
12/2/2017,80,38,17,9, , 
12/3/2017,83,40,14,5, , 
12/4/2017,84,39,14,6, , 
12/5/2017,86,48,17,9, , 
12/6/2017,96,53,8,11, , 
12/7/2017,105,54,15,11, , 
12/8/2017,109,55,18,8, , 
12/9/2017,114,54,23,8, , 
12/10/2017,103,42,20,7, , 
12/11/2017,80,44,11,8, , 
12/12/2017,83,39,12,9, , 
12/13/2017,78,36,12,8, , 
