date, pm25, pm10,,,,
7/10/2015, ,36,26,10,1,5
7/11/2015, ,27,15,10,1,6
7/12/2015, ,26,20,10,1,7
7/13/2015, ,30,23,10,1,7
7/14/2015, ,28,18,10,1,6
7/15/2015, ,27,19,9,1,6
7/16/2015, ,23,16,5, ,3
7/17/2015, ,14,16,3,1,2
7/18/2015, ,14,21,8,1,5
7/19/2015, ,20,17,12,1,7
7/20/2015, ,31, ,9,1,6
7/21/2015, ,24, ,10,1,7
7/22/2015, ,22, ,11,1,7
7/23/2015, ,28, ,10,1,7
7/24/2015, ,21, ,11,1,7
7/25/2015, ,29, ,8,1,6
7/26/2015, ,26, ,9,1,6
7/27/2015, ,22, ,11,1,8
7/28/2015, ,21, ,10,1,8
7/29/2015, ,26, ,8,1,5
7/30/2015, ,22, ,7,1,5
7/31/2015, ,20, ,8,1,5
8/1/2015, ,26, ,11,1,7
8/2/2015, ,28, ,13,1,9
8/3/2015, ,32, ,12,1,8
8/4/2015, ,33, ,9,1,6
8/5/2015, ,24, ,15,1,7
8/6/2015, ,32, ,13,1,7
8/7/2015, ,43, ,11,1,7
8/8/2015, ,35, ,10,1,6
8/9/2015, ,22, ,9,1,6
8/10/2015, ,22, ,8,1,6
8/11/2015, ,23, ,7,1,5
8/12/2015, ,22, ,9,1,6
8/13/2015, ,19, ,8,1,7
8/14/2015, ,17, ,9,1,7
8/15/2015, ,22, ,8,1,6
8/16/2015, ,19, ,10,1,8
8/17/2015, ,23, ,12,1,10
8/18/2015, ,29, ,12,1,11
8/19/2015, ,31, ,10,1,8
8/20/2015, ,31, ,8,1,7
8/21/2015, ,22, ,8,1,6
8/22/2015, ,19, ,8,1,6
8/23/2015, ,18, ,9,1,7
8/24/2015, ,20, ,10,1,7
8/25/2015, ,23, ,10,1,7
8/26/2015, ,24, ,10,1,7
8/27/2015, ,21, ,13,1,7
8/28/2015, ,26, ,7,1,6
8/29/2015, ,25, ,10,1,8
8/30/2015, ,27, ,11,1,8
8/31/2015, ,23, ,12,1,9
9/1/2015, ,31, ,10,1,7
9/2/2015, ,28, ,8,1,7
9/3/2015, ,22, ,11,1,9
9/4/2015, ,22, ,10,1,9
9/5/2015, ,26, ,8,1,8
9/6/2015, ,21, ,11,1,10
9/7/2015, ,26, ,10,1,9
9/8/2015, ,23, ,11,1,9
9/9/2015, ,24, ,10,1,8
9/10/2015, ,27, ,9,1,9
9/11/2015, ,28, ,9,1,8
9/12/2015, ,24, ,9,1,9
9/13/2015, ,23, ,11,1,10
9/14/2015, ,27, ,8,1,9
9/15/2015, ,27, ,10,1,10
9/16/2015, ,34, ,10,1,10
9/17/2015, ,32, ,10,1,10
9/18/2015, ,16, ,9,1,9
9/19/2015, ,18, ,10,1,10
9/20/2015, ,26, ,12,1,11
9/21/2015, ,39, ,11,1,11
9/22/2015, ,34, ,13,1,11
9/23/2015, ,33, ,9,1,9
9/24/2015, ,26,4,11,1,10
9/25/2015, ,27, ,11,1,10
9/26/2015, ,29,27,9,1,9
9/27/2015, ,29,30,11,1,9
9/28/2015, ,31,40,15, ,9
9/29/2015, ,38,39,12, ,8
9/30/2015, ,36,14,8, ,6
4/1/2015, ,45,48,14,14,9
4/2/2015, ,67,47,12,14,8
4/3/2015, ,75,62,17,13,9
4/4/2015, ,73,56,13,11,8
4/5/2015, ,83,56,13,11,10
4/6/2015, ,78,47,17,3,8
4/7/2015, ,81,40,13,14,7
4/8/2015, ,75,30, ,4,6
4/9/2015, ,57,37,17,4,5
4/10/2015, ,51,40,11,3,4
4/11/2015, ,54,35,8,2,3
4/12/2015, ,48,26,7,2,4
4/13/2015, ,24,39,15,3,7
4/14/2015, ,29,47,22,4,12
4/15/2015, ,47,46,21,3,13
4/16/2015, ,54,40,16,2,12
4/17/2015, ,55,40,20,4,13
4/18/2015, ,58,40,19,3,12
4/19/2015, ,57,49,23,4,12
4/20/2015, ,58,42,19,2,10
4/21/2015, ,63,34,13,1,9
4/22/2015, ,63,39,12,2,9
4/23/2015, ,48,31,12,2,8
4/24/2015, ,32,36,11,1,9
4/25/2015, ,28,23,10, ,9
4/26/2015, ,25,35,11,2,8
4/27/2015, ,17,28,10, ,8
4/28/2015, ,20,29,10,1,7
4/29/2015, ,24,33,16,1,9
4/30/2015, ,29,39,17,1,9
5/1/2015, ,48,39,18,3,10
5/2/2015, ,51,39,18,3,11
5/3/2015, ,59,36,13,6,8
5/4/2015, ,55,39,12,3,8
5/5/2015, ,54,33,13,3,8
5/6/2015, ,50,36,15,2,8
5/7/2015, ,48,38,14,2,6
5/8/2015, ,65,32,11,2,5
5/9/2015, ,62,34,12,1,6
5/10/2015, ,66,32,15,2,8
5/11/2015, ,72,37,19,1,8
5/12/2015, ,59,35,16,1,9
5/13/2015, ,62,29,16,30,11
5/14/2015, ,63,33,12,6,7
5/15/2015, ,42,25,13,1,7
5/16/2015, ,34,17,11,1,7
5/17/2015, ,28,17,12,1,6
5/18/2015, ,20,15,11,1,5
5/19/2015, ,17,18,11,1,7
5/20/2015, ,18,15,14, ,8
5/21/2015, ,22,14,12, ,7
5/22/2015, ,23,13,12, ,7
5/23/2015, ,21,21,9,1,6
5/24/2015, ,24,21,10,1,6
5/25/2015, ,38,24,10,1,6
5/26/2015, ,39,25,10, ,5
5/27/2015, ,33,20,11,2,6
5/28/2015, ,37,23,12,1,6
5/29/2015, ,39,24,12,1,6
5/30/2015, ,33,16,12,1,6
5/31/2015, ,27,14,10,1,7
6/1/2015, ,24,19,12,3,6
6/2/2015, ,24,20,11,2,6
6/3/2015, ,30,20,11,5,6
6/4/2015, ,26,21,11,2,7
6/5/2015, ,24,13,10,1,4
6/6/2015, ,19,17,10,1,6
6/7/2015, ,19,23,11,1,6
6/8/2015, ,27,18,10,4,6
6/9/2015, ,17,21,9,2,6
6/10/2015, ,15,15,10,1,6
6/11/2015, ,18,20,10,4,6
6/12/2015, ,18,17,11,1,7
6/13/2015, ,18,20,9,1,5
6/14/2015, ,19,22,10,1,6
6/15/2015, ,20,24,10,3,6
6/16/2015, ,16, ,12,1,5
6/17/2015, ,20, ,20,24,46
6/18/2015, ,18,19,12,24,26
6/19/2015, ,14,30,9,1,5
6/20/2015, ,19,23,8,1,4
6/21/2015, ,19,20,9,1,5
6/22/2015, ,23,18,11,1,6
6/23/2015, ,30,18,11,1,6
6/24/2015, ,33,16,11,1,6
6/25/2015, ,26,17,9,1,5
6/26/2015, ,19,18,11,1,6
6/27/2015, ,23,26,11,1,6
6/28/2015, ,23,22,12,1,6
6/29/2015, ,28,24,12,1,6
6/30/2015, ,32,26,12,1,5
1/1/2015, ,39,37,15,9,10
1/2/2015, ,35,52,16,9,6
1/3/2015, ,52,58,18,6,9
1/4/2015, ,51,47,17,6,9
1/5/2015, ,55,34,15,9,7
1/6/2015, ,52,40,15,13,6
1/7/2015, ,43,26,16,6,8
1/8/2015, ,54,21,15,6,11
1/9/2015, ,35,25,10,11,7
1/10/2015, ,6,21,8,7,12
1/11/2015, ,8,25,7,6,8
1/12/2015, ,11,27,11,9,6
1/13/2015, ,17,30,11,7,9
1/14/2015, ,27,27,14,8,10
1/15/2015, ,35,39,14,9,6
1/16/2015, ,37,43,12,9,6
1/17/2015, ,40,53,14,6,8
1/18/2015, ,48,33,14,12,12
1/19/2015, ,55,41,15,11,6
1/20/2015, ,59,25,15,6,9
1/21/2015, ,54,29,13,4,8
1/22/2015, ,43,32,12,8,5
1/23/2015, ,40,36,12,7,9
1/24/2015, ,38,38,11,6,7
1/25/2015, ,32,39,14,9,6
1/26/2015, ,42,41,13,11,5
1/27/2015, ,48,43,14,3,8
1/28/2015, ,48,46,15,7,9
1/29/2015, ,49,42,19,8,5
1/30/2015, ,54,43,12,2,6
1/31/2015, ,56,42,11,3,7
2/1/2015, ,65,44,14,7,6
2/2/2015, ,63,40,16,5,5
2/3/2015, ,60,39,15,2,6
2/4/2015, ,55,42,14,7,6
2/5/2015, ,54,44,12,5,5
2/6/2015, ,56,45,16,3,6
2/7/2015, ,58,52,9,4,7
2/8/2015, ,56,52,12,7,7
2/9/2015, ,64,55,15,4,7
2/10/2015, ,66,31,16,6,10
2/11/2015, ,63,40,14,8,5
2/12/2015, ,60,36,15,6,3
2/13/2015, ,58,40,17,3,3
2/14/2015, ,49,48,16,3,5
2/15/2015, ,55,45,17,5,4
2/16/2015, ,65,41,18,4,3
2/17/2015, ,63,39,17,3,4
2/18/2015, ,57,40,17,6,6
2/19/2015, ,57,37,17,4,2
2/20/2015, ,54,45,17,3,4
2/21/2015, ,52,49,19,3,6
2/22/2015, ,57,41,17,5,3
2/23/2015, ,67,34,18,3,7
2/24/2015, ,60,33,22,2,6
2/25/2015, ,60,35,23,6,6
2/26/2015, ,67,34,22,5,4
2/27/2015, ,65,42,18,2,9
2/28/2015, ,69,56,22,3,11
3/1/2015, ,80,61,24,5,10
3/2/2015, ,101,64,26,2,13
3/3/2015, ,95,43,15,2,7
3/4/2015, ,79,42,19,3,6
3/5/2015, ,60,53,22,3,7
3/6/2015, ,69,52,20,1,9
3/7/2015, ,78,67,20,3,9
3/8/2015, ,74,69,30,6,14
3/9/2015, ,102,52,29,6,16
3/10/2015, ,141,58,28,5,12
3/11/2015, ,124,57,30,5,11
3/12/2015, ,97,60,20,4,8
3/13/2015, ,87, , , , 
3/16/2015, ,131,58,31,6,16
3/17/2015, ,162,60,28,4,11
3/18/2015, ,129,80,30,5,11
3/19/2015, ,105,64,35,7,12
3/20/2015, ,108,69,28,6,11
3/21/2015, ,116,48,12,4,6
3/22/2015, ,88,35,14,5,6
3/23/2015, ,55,39,14,7,5
3/24/2015, ,55,31,9,10,9
3/25/2015, ,42,26,8,8,9
3/26/2015, ,27,29,9,9,7
3/27/2015, ,21,38,8,8,8
3/28/2015, ,26,33,9,11,7
3/29/2015, ,27,45,12,11,7
3/30/2015, ,39,35,11,12,7
3/31/2015, ,50,40,12,8,5
10/1/2014, ,21,27,8,7,2
10/2/2014, ,23,27,8,2,3
10/3/2014, ,25,26,6,2,2
10/4/2014, ,24,15,4,2,1
10/5/2014, ,19,28,7,8,6
10/6/2014, ,16,27,9,5,3
10/7/2014, ,25,32,8,3,2
10/8/2014, ,45,35,8,5,3
10/9/2014, ,50,36,9,3,3
10/10/2014, ,47,34,9,4,3
10/11/2014, ,36,16,8,4,3
10/12/2014, ,27,32,9,1,3
10/13/2014, ,28,31,10,2,3
10/14/2014, ,46,26,11,3,4
10/15/2014, ,52,43,10,3,3
10/16/2014, ,54,39,11,4,3
10/17/2014, ,54,72,7,38,16
10/18/2014, ,46,38, ,8,4
10/19/2014, ,35,37,10,8,7
10/20/2014, ,41,23,12,5,5
10/21/2014, ,35,8,9,6,5
10/22/2014, ,26,19,6,4,7
10/23/2014, ,15,16,8,5,8
10/24/2014, ,12,19,11,6,8
10/25/2014, ,19,28,8,6,8
10/26/2014, ,20,27,9,7,8
10/27/2014, ,23,19,11,4,8
10/28/2014, ,28,24,9,5,8
10/29/2014, ,27,22,7,1,6
10/30/2014, ,22,36,9,6,5
10/31/2014, ,30,34,8,4,5
11/1/2014, ,30,28,7,8,4
11/2/2014, ,24,27,8,5,3
11/3/2014, ,25,28,7,5,3
11/4/2014, ,26,12,11,5,6
11/5/2014, ,27,9,11,7,5
11/6/2014, ,15,19,9,5,3
11/7/2014, ,15,13,4,1,3
11/8/2014, ,15,31,8,7,4
11/9/2014, ,21,30,8,7,3
11/10/2014, ,24,31,9,5,4
11/11/2014, ,28,33,12,4,9
11/12/2014, ,33,42,12,5,2
11/13/2014, ,35,32,7,4,3
11/14/2014, ,39,35,6,5,2
11/15/2014, ,28,34,7,5,3
11/16/2014, ,25,28,11,4,4
11/17/2014, ,33,38,9,4,3
11/18/2014, ,38,48,9,6,3
11/19/2014, ,40,34,8,4,4
11/20/2014, ,37,38,9,4,3
11/21/2014, ,34,37,8,4,4
11/22/2014, ,36,35,9,4,2
11/23/2014, ,31,39,12,4,4
11/24/2014, ,37,39,13,10,6
11/25/2014, ,41,43,11,3,2
11/26/2014, ,41,41,12,3,3
11/27/2014, ,39,41,13,4,6
11/28/2014, ,36,46,8,6,2
11/29/2014, ,28, , , , 
12/1/2014, ,40,42,12,3,3
12/2/2014, ,35,42,10,1,3
12/3/2014, ,36,34,12,4,3
12/4/2014, ,32,36,11,3,2
12/5/2014, ,29,20,8,42,5
12/6/2014, ,31,31, ,6,5
12/9/2014, ,50,34,10,5,4
12/10/2014, ,43,40,13,7,7
12/11/2014, ,43,43,14,6,3
12/12/2014, ,47,34,14,5,5
12/13/2014, ,43,47,10,6,6
12/14/2014, ,40,57,16,6,4
12/15/2014, ,47,31,11,6,5
12/16/2014, ,49,16,9,4,9
12/17/2014, ,40,18,13,5,6
12/18/2014, ,42,25,12,4,3
12/19/2014, ,49,27,12,5,5
12/20/2014, ,38,36,10,10,4
12/21/2014, ,33,27,8,9,6
12/22/2014, ,37,38,13,7,4
12/23/2014, ,50,33,16,5,4
12/24/2014, ,52,36,17,9,3
12/25/2014, ,52,38,16,5,5
12/26/2014, ,50,39,16,8,4
12/27/2014, ,45,30,15,9,2
12/28/2014, ,33, , , , 
7/1/2014, ,26,30,8,3,2
7/2/2014, ,27,20,8,3,2
7/3/2014, ,20,23,11,2,4
7/4/2014, ,21,26,8,2,2
7/5/2014, ,26,22,14,2,2
7/6/2014, ,29,6,18,2,2
7/7/2014, ,32,7,12,5,5
7/8/2014, ,26,7,9,2,3
7/9/2014, ,23,13,7,2,2
7/10/2014, ,18,26,7,2,4
7/11/2014, ,15,19,7,6,4
7/12/2014, ,15,11,7,4,2
7/13/2014, ,14,17,9,5,3
7/14/2014, ,15,13,10,3,3
7/15/2014, ,19,19,8,4,3
7/16/2014, ,19,20,8,4,4
7/17/2014, ,20,16,7,10,3
7/18/2014, ,20,14,6,3,2
7/19/2014, ,17,16,4,4,1
7/20/2014, ,15,23,6,6,2
7/21/2014, ,16,20,8,4,1
7/22/2014, ,21,13,9,3,2
7/23/2014, ,25,29,8,5,2
7/24/2014, ,30,19,7,4,2
7/25/2014, ,22,20,6,4,2
7/26/2014, ,19,15,7,3,1
7/27/2014, ,15,17,9,3,3
7/28/2014, ,19,16,10,3,2
7/29/2014, ,26,22,7,2,2
7/30/2014, ,21,18,8,8,2
7/31/2014, ,21,18,8,3,2
8/1/2014, ,21,18,7,3,2
8/2/2014, ,18,13,5,3,1
8/3/2014, ,14,19,8,2,3
8/4/2014, ,18,21,9,2,3
8/5/2014, ,23,12,8,3,2
8/6/2014, ,19,14,8,2,1
8/7/2014, ,18,16,7,3,2
8/8/2014, ,14,16,6,2,2
8/9/2014, ,17,17,5,3,1
8/10/2014, ,13,19,8,1,3
8/11/2014, ,15,20,6,3,1
8/12/2014, ,18,14,9,3,2
8/13/2014, ,21,7,11,2,4
8/14/2014, ,19,15,8,3,1
8/15/2014, ,18,14,6,2,2
8/16/2014, ,17,1,5,1,2
8/17/2014, ,17,16,10,8,2
8/18/2014, ,25,18,8,5,3
8/19/2014, ,24,15,6,5,2
8/20/2014, ,18,15,4,4,2
8/21/2014, ,18,20,6,9,3
8/22/2014, ,18,19,9,2,2
8/23/2014, ,23,20,9,2,1
8/24/2014, ,21,9,7,3,1
8/25/2014, ,21,10,6,14,2
8/26/2014, ,26,13,5,3,1
8/27/2014, ,23,14,6,7,2
8/28/2014, ,13,8,6,6,2
8/29/2014, ,19,7,6,4,2
8/30/2014, ,15,12,5,5,2
8/31/2014, ,10,5,5,5,2
9/1/2014, ,15,6,7,6,1
9/2/2014, ,17,8,4,4,2
9/3/2014, ,10,7,7,5,2
9/4/2014, ,10,11,5,5,1
9/5/2014, ,13,10,5,6,1
9/6/2014, ,16,14,4,2,1
9/7/2014, ,16,15,6,5,2
9/8/2014, ,20,9,6,11,2
9/9/2014, ,26,18,6,4,2
9/10/2014, ,26,15,7,3,2
9/11/2014, ,26,18,7,5,2
9/12/2014, ,30,10,5,2,1
9/13/2014, ,26,15,4,5,1
9/14/2014, ,19,12,5,2,1
9/15/2014, ,19,22,7,17,10
9/16/2014, ,19,11,6,14,1
9/17/2014, ,18,13,7,1,2
9/18/2014, ,13,15,7,14,2
9/19/2014, ,16,22,7,7,1
9/20/2014, ,21,16,6,14, 
9/21/2014, ,18,14,9,6,4
9/22/2014, ,20,21,10,5,4
9/23/2014, ,28,17,7,7,3
9/24/2014, ,26,18,8,7,3
9/25/2014, ,17,12,8,7,3
9/26/2014, ,10,21,7,4,3
9/27/2014, ,15,1,4,2,2
9/28/2014, ,20,13,8,5,2
9/30/2014, ,20,20,8,6,3
4/1/2014, ,89,12,33,28,15
4/2/2014, ,92,4,26,26,16
4/3/2014, ,85,8,21,26,13
4/4/2014, ,76,20,15,28,10
4/5/2014, ,45,10,17,27,12
4/6/2014, ,44,12,15,25,10
4/7/2014, ,46,27,16,26,10
4/8/2014, ,54,55,15,22,8
4/9/2014, ,60,58,16,18,4
4/10/2014, ,66,42,17,13,5
4/11/2014, ,63,57,15,19,5
4/12/2014, ,64,50,17,17,7
4/13/2014, ,55,52,14,1,4
4/14/2014, ,45,50,11,1,3
4/15/2014, ,41,61,9,2,3
4/16/2014, ,36,55,13,1,4
4/17/2014, ,47,65,12,1,5
4/18/2014, ,43, ,13, ,45
4/19/2014, ,33, ,12, ,41
4/20/2014, ,36,37,13,20,16
4/21/2014, ,30,38,12,6,10
4/22/2014, ,56,36,14,3,11
4/23/2014, ,60,44,13,4,11
4/24/2014, ,69,35,11,23,9
4/25/2014, ,68,39,8,11,12
4/26/2014, ,59,40,8,4,8
4/27/2014, ,51,28,15,2,9
4/28/2014, ,55,28,10,2,4
4/29/2014, ,51,30,11,1,5
4/30/2014, ,35,34,11,1,4
5/1/2014, ,41,35,13,1,4
5/2/2014, ,44,23,9,1,2
5/3/2014, ,47,26,10,1,2
5/5/2014, ,47,26,9,1,2
5/6/2014, ,37,30,10,1,2
5/7/2014, ,41,21,12,2,4
5/8/2014, ,40,14,6,2,2
5/9/2014, ,51,14,10,2,4
5/10/2014, ,37,21,11,2,5
5/11/2014, ,38,24,10,2,4
5/12/2014, ,37,17,7,2,4
5/13/2014, ,24,27,10,1,3
5/14/2014, ,37,24,7,2,2
5/15/2014, ,34,25,10,2,3
5/16/2014, ,35,25,10,1,3
5/17/2014, ,37,20,9,1,3
5/18/2014, ,37,17,7,1,3
5/19/2014, ,21,18,8,1,3
5/20/2014, ,26,15,8,1,3
5/21/2014, ,22,19,7,1,2
5/22/2014, ,22,21,8,1,3
5/23/2014, ,22,23,8,1,4
5/24/2014, ,26,22,8,1,2
5/25/2014, ,29,22,13,23,18
5/26/2014, ,30,25,14,6,6
5/27/2014, ,38,29,10,4,5
5/28/2014, ,32,18,9,3,5
5/29/2014, ,26,30,10,3,6
5/30/2014, ,22,21,10,3,5
5/31/2014, ,27,17,6,3,2
6/1/2014, ,20,25,9,2,3
6/2/2014, ,17,24,9,3,3
6/3/2014, ,23,26,11,2,4
6/4/2014, ,30,24,10,3,4
6/5/2014, ,32,20,9,2,2
6/6/2014, ,21,20,7,2,4
6/7/2014, ,20,13,4,2,3
6/8/2014, ,14,11,8,2,4
6/9/2014, ,15,15,10,14,14
6/10/2014, ,19,37,8,15,21
6/11/2014, ,21,20,7,1,3
6/12/2014, ,18,13,10,2,4
6/13/2014, ,19,12,9,1,2
6/14/2014, ,18,23,7,2,2
6/15/2014, ,21,15,8,2,3
6/16/2014, ,21,17,9,2,3
6/17/2014, ,20,18,8,1,3
6/18/2014, ,23,16,7,1,2
6/19/2014, ,20,14,6,1,3
6/20/2014, ,26,16,6,1,3
6/21/2014, ,33,19,7,1,3
6/22/2014, ,33,17,8,1,2
6/23/2014, ,29,16,7,1,3
6/24/2014, ,29,15,8,4,3
6/25/2014, ,22,21,5,2,1
6/26/2014, ,23,8,11,2,4
6/27/2014, ,25,23,10,1,4
6/28/2014, ,34,18,8,1,1
6/29/2014, ,37,21,9,5,1
6/30/2014, ,29,24,8,3,2
1/1/2014, ,56,43,20,3,9
1/2/2014, ,49,33,19,1,6
1/3/2014, ,49,34,15,1,5
1/4/2014, ,39,37,19,2,8
1/5/2014, ,46,41,16,1,5
1/6/2014, ,49,37,18,1,5
1/7/2014, ,41,45,15, ,5
1/8/2014, ,39,41,19,1,6
1/9/2014, ,41,39,18,2,6
1/10/2014, ,48,39,18,1,6
1/11/2014, ,53,42,18,1,6
1/12/2014, ,48,38,21,1,8
1/13/2014, ,42,41,19,1,9
1/14/2014, ,43,40,18,6,8
1/15/2014, ,45,35,20,3,7
1/16/2014, ,41,44,24,2,6
1/17/2014, ,46,28,13,1,4
1/18/2014, ,44,31,13,10,4
1/19/2014, ,35,36,18,1,6
1/20/2014, ,46,32,11,1,3
1/21/2014, ,54,10,21,2,7
1/22/2014, ,55,38,27,3,7
1/23/2014, ,53,58,25,1,8
1/24/2014, ,50,4,18, ,6
1/25/2014, ,52, , , , 
1/27/2014, ,57,50,25,1,8
1/28/2014, ,55,48,20,2,7
1/29/2014, ,47,45,23,1,8
1/30/2014, ,41,48,22,2,7
1/31/2014, ,42,35,17,2,5
2/1/2014, ,35,32,13,2,4
2/2/2014, ,23,32,18,2,4
2/3/2014, ,21,40,19,1,6
2/4/2014, ,25,40,23,2,7
2/5/2014, ,28,40,20,3,5
2/6/2014, ,27,37,21,2,5
2/7/2014, ,31,38,26,3,6
2/8/2014, ,33,39,25,1,5
2/9/2014, ,27,45,31,1,8
2/10/2014, ,32,53,28,1,7
2/11/2014, ,41,37,27,1,7
2/12/2014, ,46,43,26,1,5
2/13/2014, ,34,43,22,1,5
2/14/2014, ,30,7,25,1,7
2/15/2014, ,25,37,17,1,3
2/16/2014, ,23,34,20,2,6
2/17/2014, ,24,29,13,3,3
2/18/2014, ,21,36,18,1,7
2/19/2014, ,20,48,14, ,5
2/20/2014, ,25,48,18,1,9
2/21/2014, ,41,48,20,5,5
2/22/2014, ,59,43,18,1,4
2/23/2014, ,49,56,25,1,6
2/24/2014, ,50,54,22,2,6
2/25/2014, ,53,65,14,1,7
2/26/2014, ,53,62,24,1,8
2/27/2014, ,57,70,24,1,7
2/28/2014, ,63,82,11,1,6
3/1/2014, ,63,68, ,2,7
3/2/2014, ,61,66,31,1,8
3/3/2014, ,62,61,22,1,6
3/4/2014, ,58,61,22,2,8
3/5/2014, ,77,57,34,1,9
3/6/2014, ,72,65,38,1,7
3/7/2014, ,66,68,33,2,10
3/8/2014, ,72,69,30,1,12
3/9/2014, ,69,56,35,1,11
3/10/2014, ,76,60,27,2,7
3/11/2014, ,84,79,36,3,10
3/12/2014, ,82,83,32,3,11
3/13/2014, ,82,75,37,1,11
3/14/2014, ,86,69,33,1,15
3/15/2014, ,98,7, ,1,11
3/16/2014, ,101,94,43,1,12
3/17/2014, ,86,76,32,1,15
3/18/2014, ,105,71,21,1,9
3/19/2014, ,104,90,36,2,16
3/20/2014, ,90,74,41,2,27
3/21/2014, ,128,20,23,4,21
3/22/2014, ,146,47,12, ,6
3/23/2014, ,36,44,19,1,9
3/24/2014, ,43,57,19,13,10
3/25/2014, ,28,66,27,3,13
3/26/2014, ,78,77,33,22,16
3/27/2014, ,96,62,32,26,13
3/28/2014, ,104,66,32,27,15
3/29/2014, ,94,55,21,28,11
3/30/2014, ,98,66,32,28,15
3/31/2014, ,89,53,39,28,19
12/12/2020, , ,12,14, , 
12/13/2020, , ,18,10, , 
12/14/2020, , ,20,10, , 
12/15/2020, , ,18,8, , 
12/16/2020, , ,18,4, , 
10/4/2015, , ,36,12, ,7
10/10/2015, , ,20,1, ,2
11/7/2015, , ,27,14, ,12
1/2/2016, , ,47,19,1,11
12/31/2014, , ,28,12,5,6
3/15/2015, , ,62,36,4,19
11/30/2014, , ,29,15,3,7
12/7/2014, , ,34,9,10,4
12/8/2014, , ,35,12,6,4
9/29/2014, , ,21,7,5,3
5/4/2014, , ,31,9,1,1
12/31/2013, , ,38,17,1,7
1/26/2014, , ,61,31,3,13
